datasheet_id|line|button|description|
000003677|3|•|This model can be equipped with 1 storm bolter.|
000003678|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li></ul>|
000003678|2|•|This model can be equipped with 1 hunter-killer missile.|
000003678|3|•|This model can be equipped with 1 storm bolter.|
000003679|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li></ul>|
000003679|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>|
000003680|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li></ul>|
000003680|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>|
000003681|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li></ul>|
000003681|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>|
000003682|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li></ul>|
000003682|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>|
000003683|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li></ul>|
000003683|2|•|This model can be equipped with 1 hunter-killer missile.|
000003683|3|•|This model can be equipped with 1 storm bolter.|
000003684|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li></ul>|
000003684|2|•|This model can be equipped with 1 hunter-killer missile.|
000003684|3|•|This model can be equipped with 1 storm bolter.|
000003685|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li></ul>|
000003685|2|•|This model can be equipped with 1 hunter-killer missile.|
000003685|3|•|This model can be equipped with 1 storm bolter.|
000003686|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li></ul>|
000003686|2|•|This model can be equipped with 1 hunter-killer missile.|
000003686|3|•|This model can be equipped with 1 storm bolter.|
000003687|1|•|This model’s 2 quad lascannons can be replaced with 2 laser destroyers.|
000003687|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer|
000003687|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>|
000003688|1|•|This model’s 2 quad lascannons can be replaced with 2 laser destroyers.|
000003688|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer|
000003688|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>|
000003689|1|•|This model’s 2 quad lascannons can be replaced with 2 laser destroyers.|
000003689|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer|
000003689|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>|
000003690|1|•|This model’s 2 quad lascannons can be replaced with 2 laser destroyers.|
000003690|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer|
000003690|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>|
000003695|1|•|This model’s radium jezzail can be replaced with 1 Skatros transuranic arquebus.|
000003699|1|•|Any number of models can be equipped with up to two of the following, but cannot take duplicates:<ul style="list-style-type:circle"><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">gun</span> <span class="tt kwbu">drone</span></span></li><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">marker</span> <span class="tt kwbu">drone</span></span></li><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">shield</span> <span class="tt kwbu">drone</span></span></li></ul>|
000003700|1|•|Any number of models can each have their plasma rifle replaced with 1 missile pod.|
000003700|2|•|Any number of models can each have their missile pod replaced with 1 plasma rifle.|
000003700|3|•|Any number of models can be equipped with up to two of the following, but cannot take duplicates<ul style="list-style-type:circle"><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">gun</span> <span class="tt kwbu">drone</span></span></li><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">marker</span> <span class="tt kwbu">drone</span></span></li><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">shield</span> <span class="tt kwbu">drone</span></span></li></ul>|
000003701|1|•|Any number of models can each have their burst cannon replaced with 1 T’au flamer.|
000003701|2|•|Any number of models can each have their T’au flamer replaced with 1 burst cannon.|
000003701|3|•|Any number of models can be equipped with up to two of the following, but cannot take duplicates<ul style="list-style-type:circle"><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">gun</span> <span class="tt kwbu">drone</span></span></li><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">marker</span> <span class="tt kwbu">drone</span></span></li><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">shield</span> <span class="tt kwbu">drone</span></span></li></ul>|
000003703|1|•|This model’s dart-bow and tri-bade can be replaced with 1 bladestave and prey-hook.|
000003705|1|•|This model’s Kroot long gun can be replaced with 1 blast javelin and 1 hunting javelin.|
000003707|1|•|This model’s kustom mega-blasta can be replaced with 1 traktor blasta.|
000003707|2|•|This model’s power klaw can be replaced with 1 drilla.|
000003709|1|•|None|
000003710|1|•|All models in this unit can each have their bolt shotgun replaced with 1 bolt revolver and 1 plasma knife.|
000003710|2|•|1 Hernkyn Yaegir can have its bolt revolver and plasma knife or its bolt shotgun replaced with 1 magna-coil rifle.|
000003710|3|•|1 Hernkyn Yaegir can have its bolt revolver and plasma knife or its bolt shotgun replaced with 1 APM launcher.|
000003711|1|•|This model's bolt pistol can be replaced with 1 plasma pistol.|
000003711|2|•|This model’s accursed weapon can be replaced with 1 power fist.|
000003711|3|•|This model's bolt pistol and accursed weapon can be replaced with 1 twin lightning claws.|
000003713|1|•|The Cultist Champion’s autopistol can be replaced with 1 bolt pistol.|
000003713|2|•|Any number of models can each have their autogun and close combat weapon replaced with 1 autopistol and 1 brutal assault weapon.|
000003713|3|•|For every 10 models in this unit, 1 Chaos Cultist’s autogun can be replaced with 1 flamer.|
000003713|4|•|For every 10 models in this unit, 1 Chaos Cultist’s autogun can be replaced with 1 heavy stubber.|
000003713|5|•| For every 10 models in this unit, 1 Chaos Cultist’s autogun can be replaced with 1 grenade launcher.|
000003714|1|•|This model’s blessed halberd can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 holy eviscerator</li><li>1 Ministorum hand flamer and 1 power weapon</li></ul>|
000003716|1|•|One Acolyte Hybrid’s hand flamer can be replaced with 1 cult icon.|
000003716|2|•|For every 5 models in this unit, up to 2 Acolyte Hybrids can each have their hand flamer replaced with 1 demolition charges|
000003716|3|•|The Acolyte Leader’s cult claws and knife can be replaced with 1 Leader’s bio-weapons.|
000003717|1|•|This model’s chainsword can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 boltgun</li><li>1 power fist</li><li>1 power weapon</li></ul>|
000003717|2|•|This model’s laspistol can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>|
000003718|1|•|1 Cadian Veteran Guardsman’s lasgun and regimental standard can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 flamer</li><li>1 grenade launcher</li><li>1 meltagun</li><li>1 plasma gun</li></ul>|
000003718|2|•|1 Cadian Veteran Guardsman’s chainsword can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 flamer</li><li>1 grenade launcher</li><li>1 meltagun</li><li>1 plasma gun</li><li>1 power fist</li><li>1 power weapon</li></ul>|
000003718|3|•|1 Cadian Veteran Guardsman’s laspistol can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>|
000003718|4|•|The Cadian Commander’s laspistol can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>|
000003718|5|•|The Cadian Commander’s chainsword can be  replaced with one of the following:<ul style="list-style-type:circle"><li>1 power fist</li><li>1 power weapon</li></ul>|
000003719|1|•|Any number of Veteran Guardsmen can each have their lasgun replaced with one of the following:*<ul style="list-style-type:circle"><li>1 flamer</li><li>1 grenade launcher</li><li>1 heavy flamer</li><li>1 meltagun</li><li>1 plasma gun</li><li>1 sniper rifle</li><li>1 chainsword</li></ul>|
000003719|2|•|1 Veteran Guardsman equipped with a lasgun or chainsword can be equipped with 1 master vox.**|
000003719|3|•|1 Veteran Guardsman equipped with a lasgun or chainsword can be equipped with 1 medi-pack.**|
000003719|4|•|1 Veteran Guardsman equipped with a lasgun or chainsword can be equipped with 1 regimental  standard.**|
000003719|5|•|The Platoon Commander’s laspistol can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 bolt pistol</li><li>1 boltgun</li><li>1 plasma pistol</li></ul>|
000003719|6|•|The Platoon Commander can be equipped with one  of the following:<ul style="list-style-type:circle"><li>1 power fist</li><li>1 power weapon</li></ul>|
000003719|7|•|The Veteran Heavy Weapons Team’s heavy bolter can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 autocannon</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 mortar</li></ul>|
000003719|8|*|* Excluding the chainsword, you cannot select the same weapon from this list more than once per unit.|
000003719|9|*|** A model can only take one of these options, and if it does so its lasgun cannot be replaced.|
000003720|1|•|None|
000003721|1|•|This model’s Leman Russ battle cannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 demolisher battle cannon</li><li>1 eradicator nova cannon</li><li>1 executioner plasma cannon</li><li>1 exterminator autocannon</li><li>1 punisher gatling cannon</li><li>1 vanquisher battle cannon</li></ul>|
